Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
28642,56,Male,4,Education,6407,Fair,Medium,Below Average,0,Yes,52,Master’s Degree,Divorced,3,Mid,Small,15,No,No,No,Good,Low,Left
29538,55,Female,21,Media,5819,Good,High,High,2,No,66,Associate Degree,Married,2,Mid,Medium,22,No,No,No,Fair,Medium,Left
7111,52,Male,1,Technology,11571,Poor,Medium,Below Average,3,No,29,Master’s Degree,Single,0,Entry,Large,58,Yes,Yes,No,Good,Low,Left
35834,28,Male,1,Media,6437,Excellent,Low,High,1,Yes,48,High School,Single,2,Entry,Medium,30,Yes,No,No,Poor,Low,Stayed
66089,48,Female,37,Healthcare,7712,Good,High,Average,0,Yes,75,Bachelor’s Degree,Single,0,Entry,Small,96,Yes,No,No,Excellent,High,Stayed
45120,46,Male,4,Technology,6355,Fair,High,Average,2,No,63,PhD,Single,1,Mid,Small,82,No,Yes,No,Poor,Low,Stayed
72408,56,Female,38,Technology,6195,Good,High,Average,2,No,66,Bachelor’s Degree,Married,1,Mid,Small,64,No,No,Yes,Good,Medium,Stayed
55981,57,Female,30,Technology,11267,Excellent,Very High,Average,1,No,94,Master’s Degree,Single,0,Mid,Medium,95,No,No,No,Good,Medium,Left
70157,34,Female,12,Education,6027,Fair,Very High,Below Average,0,No,61,Bachelor’s Degree,Divorced,0,Mid,Medium,63,No,No,No,Excellent,Low,Stayed
20223,21,Male,13,Finance,5427,Fair,High,Average,2,No,99,Associate Degree,Single,1,Entry,Small,24,No,No,No,Good,Low,Left
54492,24,Male,1,Education,4760,Excellent,High,Average,0,No,93,Associate Degree,Married,0,Entry,Medium,26,Yes,Yes,No,Fair,Low,Stayed
48423,58,Male,45,Technology,9254,Poor,High,Average,0,No,37,Associate Degree,Single,2,Entry,Medium,76,Yes,No,No,Good,Low,Stayed
10306,30,Male,6,Education,4593,Excellent,High,Below Average,4,Yes,34,Associate Degree,Married,1,Entry,Medium,35,No,No,Yes,Good,Medium,Stayed
36025,27,Female,10,Finance,7703,Good,High,Average,0,Yes,69,High School,Single,3,Entry,Large,33,No,No,No,Good,Low,Left
44982,24,Male,6,Healthcare,8635,Good,Low,Average,0,No,99,Associate Degree,Single,1,Senior,Medium,19,No,No,Yes,Poor,Low,Left
5553,44,Female,18,Education,5291,Good,High,Average,0,Yes,16,Bachelor’s Degree,Married,6,Entry,Medium,75,No,No,No,Good,Low,Left
69917,36,Male,3,Healthcare,7276,Fair,Very High,Average,0,Yes,56,Bachelor’s Degree,Married,4,Senior,Large,38,No,No,No,Good,Low,Stayed
44963,43,Male,7,Technology,8813,Good,High,Average,1,No,31,Bachelor’s Degree,Single,0,Mid,Small,23,No,No,No,Good,High,Left
18591,43,Female,26,Education,4981,Fair,Low,High,0,No,39,High School,Married,4,Senior,Medium,83,No,No,No,Poor,Medium,Stayed
29647,45,Female,11,Media,6297,Good,High,High,0,No,90,Bachelor’s Degree,Divorced,0,Entry,Large,34,No,No,No,Good,Medium,Left
47227,59,Male,9,Technology,7702,Good,High,Average,0,No,76,Bachelor’s Degree,Married,3,Senior,Medium,43,Yes,Yes,No,Fair,High,Stayed
58412,34,Female,24,Education,3520,Fair,High,Average,1,Yes,7,High School,Single,3,Entry,Small,68,No,No,Yes,Poor,Medium,Left
23201,27,Female,10,Technology,6222,Good,Very High,Average,2,Yes,47,Bachelor’s Degree,Married,1,Entry,Medium,59,No,No,No,Good,Medium,Left
70670,27,Female,2,Technology,10187,Poor,High,Below Average,0,Yes,16,Bachelor’s Degree,Married,4,Mid,Medium,64,No,No,No,Good,Low,Left
64140,31,Male,9,Healthcare,8191,Good,High,Average,2,Yes,5,Bachelor’s Degree,Married,3,Senior,Medium,87,No,Yes,Yes,Good,High,Stayed
58238,26,Male,16,Education,4650,Good,High,Average,0,No,38,Bachelor’s Degree,Married,1,Mid,Medium,46,No,No,No,Good,Medium,Stayed
56069,43,Female,26,Healthcare,7205,Fair,Medium,Below Average,0,No,55,Bachelor’s Degree,Married,2,Entry,Small,47,No,No,No,Good,High,Left
18655,24,Male,8,Finance,6823,Fair,Very High,Average,2,Yes,71,Master’s Degree,Married,0,Senior,Large,48,No,No,No,Fair,High,Stayed
38557,31,Female,3,Healthcare,6798,Excellent,High,Average,0,No,13,Associate Degree,Divorced,1,Entry,Large,20,No,No,No,Poor,High,Left
19000,39,Male,4,Healthcare,9351,Excellent,High,Average,2,Yes,7,Bachelor’s Degree,Married,4,Entry,Large,10,No,No,Yes,Fair,Medium,Stayed
61543,53,Female,19,Healthcare,8196,Excellent,High,Average,0,Yes,72,Bachelor’s Degree,Single,2,Entry,Medium,58,No,No,Yes,Fair,High,Left
8530,24,Female,7,Healthcare,6977,Good,Very High,Average,0,Yes,4,Bachelor’s Degree,Married,0,Mid,Medium,48,No,No,Yes,Good,Low,Stayed
19173,39,Female,8,Education,4605,Poor,Low,Average,0,No,59,PhD,Single,0,Mid,Large,46,No,No,No,Good,Low,Left
32190,47,Female,21,Healthcare,7627,Good,High,Below Average,2,Yes,59,Associate Degree,Single,0,Entry,Medium,93,No,No,No,Fair,Medium,Left
46094,53,Male,7,Education,2988,Excellent,Medium,Average,0,Yes,83,Bachelor’s Degree,Married,1,Entry,Medium,34,No,No,No,Fair,High,Stayed
71467,31,Female,17,Technology,9900,Good,High,Below Average,0,No,88,Associate Degree,Single,0,Senior,Medium,49,No,No,No,Fair,Medium,Stayed
33061,56,Female,36,Media,5517,Good,High,Average,0,Yes,1,Associate Degree,Divorced,2,Entry,Medium,86,No,No,No,Good,Medium,Stayed
11547,50,Male,36,Education,5286,Good,High,Average,0,No,52,High School,Married,2,Mid,Medium,65,No,No,No,Good,Medium,Stayed
49882,55,Female,47,Technology,8442,Poor,Low,Average,0,No,33,Bachelor’s Degree,Married,0,Mid,Medium,83,No,No,No,Good,Medium,Left
72594,42,Male,34,Healthcare,6233,Fair,Very High,Average,2,Yes,35,PhD,Divorced,4,Mid,Medium,84,Yes,No,No,Poor,Low,Stayed
51775,19,Female,9,Technology,6962,Excellent,Low,Average,2,No,44,Master’s Degree,Married,1,Entry,Medium,17,No,No,No,Good,Medium,Stayed
25687,19,Male,11,Education,3823,Good,High,Below Average,0,No,35,High School,Single,4,Entry,Medium,15,No,Yes,No,Poor,Low,Left
23866,54,Female,40,Education,4359,Fair,Very High,High,0,No,74,Master’s Degree,Married,0,Mid,Large,115,No,No,No,Good,Medium,Left
70079,54,Female,17,Finance,8024,Excellent,High,Average,1,Yes,34,Master’s Degree,Single,1,Mid,Medium,29,Yes,No,Yes,Fair,Medium,Left
32499,58,Male,35,Finance,8815,Good,Medium,Low,4,No,91,High School,Married,0,Senior,Large,37,No,No,No,Good,Low,Stayed
15128,33,Female,2,Finance,11193,Fair,Very High,Average,1,No,1,High School,Single,1,Senior,Medium,4,Yes,No,No,Good,High,Left
58794,50,Male,24,Technology,6808,Fair,Medium,Average,2,No,34,High School,Divorced,0,Mid,Large,58,Yes,No,No,Poor,Medium,Stayed
12729,22,Female,10,Technology,11614,Excellent,High,Average,0,No,36,Master’s Degree,Married,4,Senior,Large,56,No,No,No,Poor,High,Stayed
52966,27,Female,7,Healthcare,7223,Good,High,Below Average,2,Yes,66,Associate Degree,Divorced,2,Entry,Medium,61,No,No,No,Fair,High,Left
27149,19,Male,4,Healthcare,7552,Fair,High,Low,0,No,60,Master’s Degree,Married,2,Mid,Medium,69,Yes,No,Yes,Fair,Medium,Stayed
72567,56,Female,2,Media,5479,Poor,High,Average,0,Yes,94,Associate Degree,Married,3,Mid,Medium,63,No,No,No,Good,High,Stayed
7060,34,Male,1,Finance,5557,Good,High,Average,2,No,30,Bachelor’s Degree,Single,0,Entry,Large,64,No,No,No,Fair,High,Left
67205,42,Female,21,Technology,9208,Good,Medium,Average,0,No,25,Bachelor’s Degree,Single,1,Senior,Small,99,Yes,No,Yes,Excellent,Low,Stayed
29253,23,Female,15,Education,4265,Poor,Low,Average,0,Yes,62,High School,Married,0,Mid,Small,58,No,No,No,Poor,Medium,Left
28868,26,Female,1,Media,6236,Good,High,Average,2,No,38,Bachelor’s Degree,Single,2,Entry,Medium,35,No,No,No,Good,High,Left
54570,48,Female,10,Education,4729,Fair,Low,High,1,No,42,Bachelor’s Degree,Married,3,Entry,Small,15,Yes,No,No,Good,Low,Stayed
42761,23,Male,11,Finance,12135,Fair,Medium,Average,2,Yes,35,High School,Single,0,Entry,Small,38,No,No,No,Good,Low,Left
12910,58,Female,48,Education,4339,Fair,High,Average,0,No,50,Bachelor’s Degree,Single,4,Senior,Large,112,Yes,No,No,Good,Medium,Stayed
37496,21,Male,7,Media,7023,Poor,High,High,0,No,43,High School,Married,1,Mid,Large,26,No,No,No,Fair,Medium,Left
33545,50,Male,12,Education,4552,Good,Very High,Average,2,Yes,2,Bachelor’s Degree,Divorced,3,Mid,Small,48,Yes,No,No,Good,High,Stayed
41010,56,Female,4,Media,4669,Good,Medium,High,2,Yes,92,PhD,Married,1,Senior,Small,60,No,No,Yes,Good,High,Stayed
51301,43,Female,12,Media,5076,Good,High,Below Average,1,No,22,High School,Divorced,1,Entry,Large,30,Yes,No,No,Poor,Medium,Stayed
28702,34,Female,2,Healthcare,7025,Good,High,Average,2,No,21,Master’s Degree,Married,1,Mid,Medium,67,No,No,No,Poor,Low,Left
60678,38,Male,27,Finance,10709,Good,Low,Below Average,0,No,7,Bachelor’s Degree,Married,6,Senior,Medium,36,No,No,No,Good,High,Stayed
63635,45,Male,25,Technology,8795,Poor,Very High,Average,2,Yes,41,Bachelor’s Degree,Divorced,0,Entry,Medium,82,No,No,No,Good,Medium,Stayed
36014,21,Female,7,Healthcare,8167,Fair,Medium,High,0,No,17,Associate Degree,Single,2,Mid,Small,75,No,No,No,Fair,Low,Left
59666,24,Female,6,Media,6291,Fair,High,Average,1,No,55,Bachelor’s Degree,Married,0,Entry,Small,17,No,No,No,Good,Medium,Left
21547,37,Female,25,Finance,8645,Fair,Very High,Average,2,Yes,24,High School,Single,2,Entry,Medium,97,Yes,No,No,Good,Low,Left
58846,36,Female,17,Technology,7845,Good,High,Average,2,Yes,35,Master’s Degree,Divorced,1,Entry,Medium,39,Yes,No,No,Fair,High,Stayed
47095,59,Male,19,Healthcare,7163,Fair,High,Low,1,Yes,90,Associate Degree,Divorced,5,Mid,Large,33,No,No,No,Good,Low,Left
10694,33,Male,4,Technology,7996,Good,High,High,2,No,10,High School,Divorced,1,Senior,Medium,28,No,No,Yes,Poor,High,Stayed
42007,47,Female,17,Technology,7972,Poor,Medium,Average,0,Yes,43,Associate Degree,Married,3,Entry,Medium,83,Yes,No,No,Fair,Low,Stayed
53114,45,Male,25,Finance,8642,Fair,High,Average,0,No,91,Associate Degree,Married,3,Entry,Large,86,Yes,No,No,Poor,Low,Left
12010,54,Female,3,Finance,5745,Fair,High,Average,1,Yes,10,High School,Single,5,Mid,Large,24,No,No,No,Good,Low,Left
60268,20,Female,8,Technology,9979,Excellent,Very High,Average,0,No,61,High School,Married,4,Mid,Medium,69,No,No,No,Fair,Low,Left
34746,27,Male,7,Media,6898,Excellent,Medium,Average,0,No,75,Bachelor’s Degree,Divorced,0,Senior,Medium,78,No,No,No,Good,Low,Stayed
26250,19,Male,7,Media,6956,Good,Very High,Average,0,No,21,High School,Divorced,1,Entry,Small,37,No,No,No,Good,Low,Stayed
36763,23,Female,4,Technology,8379,Excellent,Medium,Average,0,No,27,High School,Single,4,Mid,Medium,65,No,No,No,Fair,High,Left
3990,27,Male,8,Education,3790,Good,Low,Average,1,No,15,Associate Degree,Single,0,Entry,Medium,69,No,No,Yes,Poor,Low,Left
70353,31,Male,3,Education,5028,Good,High,Average,2,No,10,High School,Single,3,Entry,Small,72,No,No,Yes,Good,Low,Left
49522,32,Female,12,Healthcare,8144,Good,High,Below Average,0,Yes,28,High School,Married,1,Mid,Medium,57,No,No,No,Fair,Medium,Stayed
18665,29,Female,10,Healthcare,8293,Excellent,Very High,Low,3,No,45,Bachelor’s Degree,Married,0,Entry,Small,52,Yes,No,No,Poor,Low,Stayed
58253,50,Female,11,Technology,10588,Good,Low,Average,2,Yes,40,Associate Degree,Married,2,Entry,Medium,33,No,No,No,Good,Low,Stayed
71576,55,Female,30,Technology,9823,Good,Very High,Below Average,2,No,53,Bachelor’s Degree,Married,1,Entry,Medium,42,Yes,No,No,Good,Very High,Stayed
70846,49,Female,18,Healthcare,6099,Poor,High,High,2,Yes,94,Associate Degree,Single,2,Senior,Small,25,No,No,No,Excellent,Low,Left
13859,26,Female,7,Healthcare,6857,Good,Medium,Average,1,Yes,30,Associate Degree,Married,1,Senior,Medium,78,No,No,No,Excellent,Very High,Stayed
30318,19,Male,10,Finance,10763,Excellent,High,Average,0,No,20,Master’s Degree,Married,1,Entry,Small,53,No,No,Yes,Poor,High,Stayed
30306,34,Male,20,Finance,9288,Fair,High,Below Average,2,Yes,46,High School,Divorced,0,Senior,Medium,95,Yes,No,Yes,Fair,Low,Stayed
3931,33,Female,6,Finance,11149,Excellent,Low,Average,0,No,7,Bachelor’s Degree,Married,2,Entry,Large,23,No,No,No,Good,Medium,Stayed
21899,51,Male,21,Technology,9188,Good,High,Below Average,3,No,74,Bachelor’s Degree,Single,3,Entry,Small,91,No,No,No,Good,Medium,Stayed
6011,28,Female,1,Media,5821,Good,High,Average,0,Yes,55,Bachelor’s Degree,Married,0,Entry,Large,36,No,No,No,Good,Medium,Stayed
9554,18,Male,4,Education,5276,Fair,High,Average,0,No,13,Bachelor’s Degree,Divorced,3,Mid,Large,5,No,No,No,Poor,High,Stayed
73638,57,Male,14,Media,5640,Excellent,High,Below Average,1,No,97,Master’s Degree,Divorced,0,Entry,Small,71,No,No,No,Fair,Low,Stayed
31781,20,Female,6,Technology,6184,Good,Low,Average,0,No,43,Associate Degree,Married,1,Entry,Medium,23,No,No,Yes,Fair,Low,Left
19717,19,Male,6,Media,6397,Good,Medium,Below Average,1,Yes,37,Master’s Degree,Married,0,Senior,Large,30,Yes,No,No,Poor,High,Stayed
10571,39,Male,6,Education,4062,Poor,Medium,Below Average,0,Yes,44,Master’s Degree,Single,3,Entry,Medium,82,No,No,No,Fair,Very High,Left
4846,26,Male,12,Media,5958,Fair,Very High,Below Average,2,No,13,Bachelor’s Degree,Married,4,Senior,Small,23,No,No,No,Poor,Low,Left
10826,56,Female,36,Healthcare,7577,Good,High,High,2,No,33,High School,Divorced,1,Mid,Large,99,Yes,No,No,Excellent,Low,Stayed
73272,40,Female,1,Healthcare,9373,Good,High,Average,2,No,96,Bachelor’s Degree,Married,3,Mid,Small,16,Yes,No,Yes,Fair,Low,Stayed
5999,35,Female,21,Healthcare,7977,Good,High,Average,0,No,16,Bachelor’s Degree,Married,2,Senior,Medium,98,No,No,No,Poor,Medium,Stayed
37991,19,Male,3,Education,5482,Good,High,High,0,No,31,Master’s Degree,Married,0,Senior,Large,35,No,No,No,Good,Medium,Stayed
42247,47,Male,10,Media,7006,Good,High,Below Average,3,No,94,Bachelor’s Degree,Married,3,Senior,Small,44,No,No,No,Good,Medium,Stayed
60800,38,Female,20,Education,3723,Fair,Medium,Below Average,0,No,53,Master’s Degree,Divorced,0,Entry,Medium,68,No,No,No,Fair,High,Left
21350,54,Male,36,Technology,7110,Good,Very High,Average,1,Yes,10,Master’s Degree,Single,1,Senior,Medium,75,No,No,No,Poor,Medium,Left
65771,20,Male,12,Education,3997,Excellent,Very High,Low,0,Yes,57,Master’s Degree,Married,0,Entry,Medium,13,Yes,No,No,Good,Medium,Stayed
17251,22,Male,6,Healthcare,8099,Excellent,High,Below Average,1,No,33,Master’s Degree,Married,2,Mid,Medium,84,No,No,No,Poor,Medium,Stayed
27030,48,Female,35,Education,4869,Fair,High,Below Average,2,Yes,28,Bachelor’s Degree,Single,1,Entry,Medium,44,No,No,No,Good,High,Left
8823,56,Male,28,Technology,6365,Good,Low,Average,2,Yes,97,Associate Degree,Divorced,0,Mid,Medium,36,No,No,Yes,Good,High,Stayed
18283,49,Female,36,Healthcare,7316,Good,High,Below Average,2,No,50,Associate Degree,Married,4,Entry,Medium,79,No,No,Yes,Good,High,Stayed
35310,41,Male,2,Education,5308,Good,High,Low,0,No,38,Associate Degree,Married,1,Entry,Medium,54,No,No,Yes,Good,High,Left
7726,29,Male,4,Technology,7972,Fair,Low,Average,0,No,96,Associate Degree,Married,0,Senior,Medium,82,No,No,No,Fair,High,Left
5740,20,Male,10,Finance,10700,Excellent,High,Average,1,No,20,Associate Degree,Single,0,Mid,Medium,60,No,No,No,Poor,High,Stayed
30963,34,Male,17,Finance,9515,Good,Very High,High,0,Yes,65,Bachelor’s Degree,Single,3,Senior,Large,71,No,No,No,Good,Low,Stayed
32630,19,Male,5,Finance,4306,Fair,Very High,Average,2,No,4,Bachelor’s Degree,Married,1,Mid,Small,7,No,No,No,Poor,Very High,Left
50053,48,Female,15,Technology,11988,Excellent,Very High,Average,2,No,10,Master’s Degree,Single,0,Entry,Small,47,No,No,No,Good,High,Left
60193,31,Female,23,Education,5244,Fair,Low,Average,0,Yes,33,Bachelor’s Degree,Single,0,Senior,Large,70,No,No,No,Poor,Very High,Stayed
22648,19,Male,10,Media,6165,Poor,High,Average,0,No,12,Associate Degree,Married,3,Mid,Small,35,No,No,No,Poor,Low,Stayed
52795,35,Female,21,Healthcare,6888,Fair,High,High,0,Yes,72,Associate Degree,Divorced,3,Entry,Small,28,Yes,No,Yes,Excellent,Medium,Left
22922,35,Male,24,Media,6107,Good,High,Average,2,No,14,Associate Degree,Single,0,Mid,Large,28,No,Yes,No,Excellent,High,Left
51635,24,Male,4,Technology,11286,Fair,Very High,Average,0,Yes,64,Associate Degree,Married,0,Mid,Small,41,No,No,Yes,Good,Low,Left
45750,36,Male,25,Education,4554,Poor,High,Average,0,Yes,84,Associate Degree,Married,5,Mid,Medium,39,Yes,No,No,Fair,High,Left
62340,59,Male,19,Education,4246,Good,Very High,Below Average,0,Yes,23,Bachelor’s Degree,Married,2,Entry,Medium,85,No,No,No,Fair,Medium,Left
30752,20,Male,9,Technology,6864,Poor,High,Low,2,Yes,90,High School,Single,3,Entry,Small,49,No,No,No,Poor,Low,Left
74464,40,Male,8,Technology,9892,Fair,High,Below Average,3,No,73,High School,Married,1,Mid,Medium,82,No,No,No,Fair,Low,Stayed
69911,39,Female,10,Education,4752,Excellent,High,High,1,Yes,18,Master’s Degree,Married,2,Senior,Large,12,Yes,No,No,Good,Medium,Stayed
31726,25,Female,7,Finance,8762,Poor,High,Average,2,No,71,Bachelor’s Degree,Married,0,Entry,Small,13,No,No,No,Poor,Medium,Left
12951,40,Male,6,Technology,10456,Poor,Very High,Average,2,No,48,High School,Divorced,0,Mid,Large,55,No,Yes,No,Poor,Medium,Stayed
73109,26,Male,4,Education,3810,Fair,Medium,Average,0,Yes,93,High School,Single,0,Senior,Medium,43,No,No,No,Good,Low,Stayed
33752,41,Female,23,Education,4706,Good,High,Low,2,No,22,Master’s Degree,Single,5,Entry,Small,27,No,No,No,Good,Very High,Left
18024,57,Male,17,Healthcare,7898,Good,High,Below Average,1,No,35,Associate Degree,Divorced,2,Mid,Medium,93,No,Yes,No,Excellent,High,Stayed
33947,21,Male,8,Media,4960,Excellent,High,Average,1,Yes,70,High School,Married,1,Senior,Medium,18,Yes,No,No,Good,High,Stayed
14970,38,Male,22,Technology,10580,Good,High,High,0,Yes,50,Associate Degree,Single,3,Entry,Small,79,No,No,Yes,Fair,Low,Left
16425,22,Male,6,Healthcare,9140,Excellent,Very High,Low,2,No,53,High School,Married,0,Entry,Small,50,Yes,No,No,Excellent,Medium,Stayed
56120,40,Female,22,Technology,8641,Good,High,Below Average,1,No,55,High School,Married,4,Entry,Small,48,Yes,No,No,Good,High,Stayed
61475,51,Male,18,Technology,12680,Fair,Low,Average,0,No,25,Associate Degree,Single,0,Entry,Small,81,No,No,No,Poor,Low,Left
12108,44,Male,15,Education,4543,Good,High,Below Average,0,No,18,Master’s Degree,Divorced,4,Entry,Small,24,No,No,No,Good,Medium,Left
9382,36,Male,24,Healthcare,7217,Good,High,Average,1,No,93,Associate Degree,Married,0,Senior,Medium,56,No,No,No,Good,Low,Stayed
13217,50,Male,41,Education,4605,Good,High,Average,2,No,29,Bachelor’s Degree,Married,1,Mid,Medium,56,No,No,No,Good,High,Left
1046,18,Female,6,Healthcare,7099,Good,Very High,Average,0,Yes,76,High School,Married,0,Entry,Medium,9,No,No,No,Fair,Low,Left
49209,51,Male,24,Education,5012,Poor,High,Below Average,1,Yes,8,Master’s Degree,Married,0,Mid,Medium,47,No,No,No,Fair,Low,Stayed
22345,42,Female,21,Healthcare,8101,Poor,High,Average,3,No,45,Master’s Degree,Married,0,Mid,Medium,65,Yes,No,No,Good,Low,Stayed
71223,48,Male,39,Technology,8705,Poor,Very High,Average,0,No,80,Master’s Degree,Divorced,1,Senior,Small,44,No,No,No,Fair,Medium,Left
13191,44,Male,9,Education,3888,Excellent,High,Below Average,1,Yes,72,Bachelor’s Degree,Married,4,Senior,Small,34,Yes,No,No,Good,Medium,Stayed
28406,31,Female,5,Healthcare,6789,Good,High,Average,2,No,34,Master’s Degree,Married,3,Entry,Large,68,No,No,No,Good,High,Stayed
47002,24,Male,3,Technology,11931,Good,High,Average,0,No,28,PhD,Married,3,Entry,Large,38,No,No,Yes,Good,High,Stayed
22720,26,Male,13,Healthcare,9373,Fair,Very High,Average,0,No,55,High School,Married,3,Entry,Medium,44,No,No,No,Poor,Low,Left
57069,49,Male,36,Finance,9886,Poor,High,Average,0,Yes,69,High School,Married,5,Mid,Large,94,Yes,No,No,Good,Medium,Stayed
6838,37,Male,1,Media,6150,Poor,High,Low,0,No,62,Master’s Degree,Married,0,Senior,Large,76,No,No,Yes,Excellent,Low,Stayed
8247,50,Male,29,Technology,6936,Good,Low,Average,1,No,37,Associate Degree,Single,4,Mid,Large,42,No,No,No,Good,High,Left
63082,42,Female,5,Education,4622,Excellent,Medium,High,0,Yes,55,High School,Single,0,Entry,Medium,27,No,No,No,Poor,Low,Left
42523,28,Male,7,Healthcare,6545,Good,High,Average,2,Yes,72,Associate Degree,Married,1,Mid,Small,58,No,No,No,Good,High,Stayed
49744,42,Female,7,Education,5542,Fair,High,High,0,Yes,64,Bachelor’s Degree,Married,1,Mid,Medium,73,Yes,No,No,Good,Low,Stayed
17898,51,Male,14,Healthcare,8645,Fair,Low,High,2,Yes,12,High School,Married,2,Senior,Small,50,No,No,No,Good,High,Stayed
16223,51,Female,28,Technology,8259,Good,High,Average,3,No,23,Master’s Degree,Married,0,Mid,Small,60,No,No,No,Good,Medium,Stayed
45658,24,Female,3,Technology,9568,Fair,Very High,Average,3,No,52,Master’s Degree,Single,5,Entry,Small,47,No,No,Yes,Good,High,Stayed
36897,56,Male,42,Finance,11159,Good,High,Average,0,No,72,Master’s Degree,Married,0,Entry,Medium,61,No,No,No,Fair,High,Stayed
42658,59,Male,3,Healthcare,8326,Good,High,Low,1,No,71,Bachelor’s Degree,Married,0,Mid,Small,25,No,No,No,Excellent,Low,Left
8406,33,Male,17,Technology,9699,Good,High,Average,0,No,42,High School,Single,2,Mid,Small,60,No,No,Yes,Fair,Medium,Left
42450,51,Male,14,Education,3156,Poor,Medium,Below Average,1,No,81,Bachelor’s Degree,Married,1,Senior,Large,39,Yes,No,No,Excellent,High,Stayed
42422,19,Female,6,Media,6556,Good,High,Average,0,Yes,45,Bachelor’s Degree,Single,4,Entry,Medium,60,No,No,Yes,Poor,High,Left
68809,19,Male,2,Finance,8758,Fair,High,Average,0,No,89,Bachelor’s Degree,Single,0,Mid,Medium,51,No,No,No,Good,Medium,Left
32817,45,Male,21,Healthcare,8303,Good,Medium,Average,0,Yes,34,Bachelor’s Degree,Divorced,0,Mid,Medium,38,No,No,No,Good,Low,Left
44666,35,Male,9,Finance,6039,Good,High,Average,0,Yes,14,Bachelor’s Degree,Married,3,Entry,Large,29,No,No,No,Good,High,Left
70043,48,Female,24,Healthcare,7937,Fair,Medium,Average,1,Yes,72,High School,Married,4,Senior,Medium,93,Yes,No,No,Good,Low,Stayed
30469,40,Male,24,Media,5673,Poor,High,High,1,No,63,High School,Married,4,Senior,Large,27,No,No,No,Good,Medium,Stayed
53494,22,Male,8,Finance,5503,Excellent,Very High,Low,0,Yes,69,Master’s Degree,Married,0,Mid,Small,83,No,No,Yes,Poor,High,Left
70004,52,Male,20,Technology,7239,Fair,Low,Average,1,No,37,Bachelor’s Degree,Single,0,Entry,Small,65,No,No,No,Fair,Low,Left
39807,41,Male,1,Healthcare,8745,Fair,High,Average,2,No,71,High School,Married,1,Mid,Medium,43,Yes,Yes,Yes,Good,Medium,Stayed
38539,24,Female,16,Technology,11990,Good,Medium,Average,0,Yes,14,Associate Degree,Married,5,Mid,Small,49,No,No,Yes,Excellent,High,Stayed
36816,39,Male,14,Technology,8558,Good,High,High,0,No,61,Bachelor’s Degree,Married,5,Mid,Medium,29,No,No,No,Fair,Low,Stayed
72865,24,Male,4,Media,5288,Good,Very High,Average,0,No,10,Bachelor’s Degree,Married,4,Mid,Large,79,No,No,Yes,Good,High,Stayed
69582,46,Male,5,Technology,9340,Excellent,High,Below Average,1,No,97,Bachelor’s Degree,Married,3,Entry,Small,59,No,No,No,Poor,Low,Left
23629,28,Female,2,Media,5523,Fair,High,High,2,Yes,25,High School,Married,2,Entry,Large,34,No,No,No,Good,Low,Left
53320,33,Female,19,Education,3960,Good,High,Average,2,No,40,Bachelor’s Degree,Single,2,Mid,Large,79,No,No,No,Excellent,Medium,Stayed
49814,55,Female,14,Education,3745,Excellent,Very High,Average,0,No,64,Master’s Degree,Single,3,Mid,Small,82,No,No,No,Good,High,Left
25810,57,Male,5,Healthcare,8164,Fair,High,Average,0,No,32,High School,Married,3,Senior,Small,72,No,No,No,Good,Low,Stayed
73217,35,Female,11,Healthcare,7398,Excellent,Medium,Average,2,No,41,Bachelor’s Degree,Divorced,1,Entry,Large,59,No,No,No,Fair,Low,Left
73609,39,Male,1,Education,4860,Fair,Low,High,1,Yes,32,Bachelor’s Degree,Married,0,Entry,Small,72,Yes,No,Yes,Fair,High,Stayed
15227,53,Male,30,Healthcare,9439,Good,Low,Average,1,No,82,Master’s Degree,Married,4,Entry,Medium,103,No,No,No,Fair,Low,Stayed
14514,31,Female,18,Media,5787,Good,Very High,High,1,Yes,67,Associate Degree,Single,0,Entry,Small,96,No,No,No,Poor,Medium,Left
64560,36,Female,27,Education,4651,Fair,Very High,Average,0,No,78,Associate Degree,Single,0,Entry,Small,39,No,No,No,Fair,Very High,Left
44109,21,Male,10,Education,4472,Good,High,Low,0,No,95,Associate Degree,Married,1,Senior,Medium,70,No,No,No,Excellent,High,Stayed
51082,18,Female,6,Healthcare,8848,Good,Very High,Below Average,2,Yes,75,Associate Degree,Single,4,Entry,Medium,7,No,No,No,Good,Low,Left
6718,40,Male,3,Media,5484,Fair,High,Average,0,No,14,Bachelor’s Degree,Married,4,Mid,Large,73,No,No,Yes,Poor,Low,Stayed
13696,29,Female,17,Education,5199,Fair,Medium,High,3,Yes,53,Associate Degree,Single,3,Entry,Medium,23,No,No,No,Good,Medium,Left
51061,49,Male,25,Healthcare,7892,Fair,High,Average,2,No,84,High School,Single,0,Senior,Medium,98,No,No,No,Good,High,Stayed
25841,29,Male,18,Technology,9012,Excellent,High,Average,0,No,65,Associate Degree,Married,1,Entry,Small,26,No,No,No,Good,Low,Left
64344,24,Male,12,Technology,8624,Excellent,Medium,Average,0,Yes,90,Bachelor’s Degree,Married,4,Senior,Medium,74,Yes,No,No,Good,Medium,Stayed
